ID,Goods,,,
6069,季节性商品,,,百货
6069,苏打,,,非酒精饮料
6070,本地蛋类,,,肉类
6070,卫生用品,,,百货
6070,电灯泡,,,百货
6070,洋葱,,,果蔬
6070,糖,,,米粮调料
6070,全脂牛奶,,,非酒精饮料
6071,报纸,,,百货
6071,其他蔬菜,,,果蔬
6071,腌菜,,,Types
6071,融化奶酪,,,米粮调料
6071,根茎类蔬菜,,,果蔬
6071,酸奶,,,食品类
6072,其他蔬菜,,,果蔬
6073,口香糖,,,零食
6073,特色巧克力,,,食品类
6074,水果/蔬菜汁,,,非酒精饮料
6075,莓果,,,果蔬
6075,洋葱,,,果蔬
6075,猪肉,,,肉类
6076,甜点,,,西点
6076,糕点,,,西点
6076,季节性商品,,,百货
6076,苏打,,,非酒精饮料
6076,水果奶油涂抹酱,,,米粮调料
6077,面粉,,,米粮调料
6077,糖,,,米粮调料
6078,花土/肥料,,,百货
6078,仁果类水果,,,果蔬
6078,热带水果,,,果蔬
6078,全脂牛奶,,,非酒精饮料
6079,莓果,,,果蔬
6079,仁果类水果,,,果蔬
6079,酸奶,,,食品类
6080,人造黄油,,,米粮调料
6080,酸奶,,,食品类
6081,冰淇淋,,,零食
6082,糕点,,,西点
6083,谷物,,,米粮调料
6083,全脂牛奶,,,非酒精饮料
6084,柑橘类水果,,,果蔬
6084,长面包,,,非酒精饮料
6084,包装水果/蔬菜,,,果蔬
6084,白酒,,,酒精饮料
6084,酸奶,,,食品类
6085,咖啡,,,非酒精饮料
6085,花卉种子,,,百货
6085,水果/蔬菜汁,,,非酒精饮料
6085,洋葱,,,果蔬
6085,酸奶油,,,米粮调料
6086,莓果,,,果蔬
6086,黄油,,,米粮调料
6086,本地蛋类,,,肉类
6086,粉红葡萄酒,,,酒精饮料
6086,苏打,,,非酒精饮料
6087,热带水果,,,果蔬
6088,瓶装水,,,非酒精饮料
6088,白酒,,,酒精饮料
6089,人造黄油,,,米粮调料
6089,全脂牛奶,,,非酒精饮料
6090,超高温杀菌的牛奶,,,非酒精饮料
6091,女性卫生用品,,,百货
6091,糕点,,,西点
6091,猪肉,,,肉类
6091,特色油脂,,,米粮调料
6091,甜食,,,西点
6091,白面包,,,西点
6091,全脂牛奶,,,非酒精饮料
6092,糕点,,,西点
6092,苏打,,,非酒精饮料
6093,烹饪巧克力,,,米粮调料
6093,硬奶酪,,,西点
6093,卫生用品,,,百货
6093,长面包,,,非酒精饮料
6093,其他蔬菜,,,果蔬
6093,全脂牛奶,,,非酒精饮料
6094,冷冻餐饭,,,米粮调料
6094,苏打,,,非酒精饮料
6095,凝乳,,,米粮调料
6095,根茎类蔬菜,,,果蔬
6095,全脂牛奶,,,非酒精饮料
6096,苏打,,,非酒精饮料
6097,罐装啤酒,,,酒精饮料
6097,鸡,,,肉类
6097,香草,,,米粮调料
6097,开胃酒,,,酒精饮料
6097,其他蔬菜,,,果蔬
6097,根茎类蔬菜,,,果蔬
6097,购物袋,,,百货
6098,甜点,,,西点
6098,冷冻餐饭,,,米粮调料
6098,季节性商品,,,百货
6098,苏打,,,非酒精饮料
6099,香肠,,,肉类
6099,特制门锁,,,百货
6100,一般饮料,,,非酒精饮料
6100,水果/蔬菜汁,,,非酒精饮料
6100,硬奶酪,,,西点
6100,其他蔬菜,,,果蔬
6100,全脂牛奶,,,非酒精饮料
6100,酸奶,,,食品类
6101,水果/蔬菜汁,,,非酒精饮料
6101,苏打,,,非酒精饮料
6102,牛肉,,,肉类
6102,猫食,,,百货
6102,报纸,,,百货
6103,莓果,,,果蔬
6103,其他饮料,,,非酒精饮料
6103,包装水果/蔬菜,,,果蔬
6103,面包卷,,,西点
6103,酸奶,,,食品类
6104,瓶装水,,,非酒精饮料
6104,火腿,,,肉类
6104,面包卷,,,西点
6104,白酒,,,酒精饮料
6104,全脂牛奶,,,非酒精饮料
6105,柑橘类水果,,,果蔬
6105,酸奶油,,,米粮调料
6106,莓果,,,果蔬
6106,本地蛋类,,,肉类
6106,酸奶油,,,米粮调料
6107,鸡,,,肉类
6107,一般肉类,,,肉类
6107,其他蔬菜,,,果蔬
6107,全脂牛奶,,,非酒精饮料
6108,罐装啤酒,,,酒精饮料
6108,咖啡,,,非酒精饮料
6108,苏打,,,非酒精饮料
6109,长面包,,,非酒精饮料
6110,一般饮料,,,非酒精饮料
6110,黑面包,,,西点
6110,糕点,,,西点
6110,特色巧克力,,,食品类
6110,全脂牛奶,,,非酒精饮料
6111,黑面包,,,西点
6111,糖果,,,零食
6111,糕点,,,西点
6111,根茎类蔬菜,,,果蔬
6111,特色巧克力,,,食品类
6111,全脂牛奶,,,非酒精饮料
6111,酸奶,,,食品类
6112,卫生用品,,,百货
6112,报纸,,,百货
6112,猪肉,,,肉类
6112,白饭,,,熟食
6112,根茎类蔬菜,,,果蔬
6112,购物袋,,,百货
6112,起泡酒,,,酒精饮料
6113,本地蛋类,,,肉类
6113,酸奶,,,食品类
6114,苏打,,,非酒精饮料
6115,瓶装水,,,非酒精饮料
6115,黑面包,,,西点
6115,蜡烛,,,百货
6115,罐装啤酒,,,酒精饮料
6115,罐头鱼,,,米粮调料
6115,冷冻热狗肠,,,肉类
6115,香肠,,,肉类
6116,相片/膜,,,百货
6117,黑面包,,,西点
6117,甜点,,,西点
6117,购物袋,,,百货
6117,软奶酪,,,西点
6117,热带水果,,,果蔬
6118,糖果,,,零食
6118,罐头蔬菜,,,米粮调料
6118,鸡,,,肉类
6118,奶油乳酪,,,西点
6118,碗碟,,,百货
6118,卫生用品,,,百货
6118,人造黄油,,,米粮调料
6118,苏打,,,非酒精饮料
6118,特色奶酪,,,西点
6118,酸奶,,,食品类
6119,瓶装啤酒,,,酒精饮料
6119,购物袋,,,百货
6119,苏打,,,非酒精饮料
6120,罐装啤酒,,,酒精饮料
6120,香肠,,,肉类
6120,全脂牛奶,,,非酒精饮料
6121,柑橘类水果,,,果蔬
6121,冰淇淋,,,零食
6121,其他蔬菜,,,果蔬
6121,根茎类蔬菜,,,果蔬
6122,糕点,,,西点
6123,瓶装水,,,非酒精饮料
6123,黄油,,,米粮调料
6123,蜡烛,,,百货
6123,罐装啤酒,,,酒精饮料
6123,脱钙液,,,百货
6123,一般清洁剂,,,百货
6123,白饭,,,熟食
6123,根茎类蔬菜,,,果蔬
6123,苏打,,,非酒精饮料
6123,特色巧克力,,,食品类
6123,白酒,,,酒精饮料
6123,全脂牛奶,,,非酒精饮料
6124,罐头鱼,,,米粮调料
6124,罐头蔬菜,,,米粮调料
6124,硬奶酪,,,西点
6124,意大利面,,,熟食
6124,苏打,,,非酒精饮料
6125,罐装啤酒,,,酒精饮料
6125,凝乳,,,米粮调料
6125,面粉,,,米粮调料
6126,莓果,,,果蔬
6126,瓶装水,,,非酒精饮料
6126,咖啡,,,非酒精饮料
6126,卫生用品,,,百货
6126,咸点心,,,西点
6126,苏打,,,非酒精饮料
6126,酸奶油,,,米粮调料
6126,白酒,,,酒精饮料
6127,罐装啤酒,,,酒精饮料
6127,猫食,,,百货
6127,卫生用品,,,百货
6127,餐巾,,,百货
6127,购物袋,,,百货
6127,特色巧克力,,,食品类
6128,瓶装水,,,非酒精饮料
6129,花卉种子,,,百货
6129,坚果小吃,,,零食
6129,苏打,,,非酒精饮料
6130,水果/蔬菜汁,,,非酒精饮料
6130,卫生用品,,,百货
6130,餐巾,,,百货
6131,黑面包,,,西点
6132,柑橘类水果,,,果蔬
6132,凝乳,,,米粮调料
6132,根茎类蔬菜,,,果蔬
6132,全脂牛奶,,,非酒精饮料
6133,冷冻蔬菜,,,果蔬
6133,报纸,,,百货
6133,酸奶油,,,米粮调料
6134,冷冻餐饭,,,米粮调料
6134,切片奶酪,,,西点
6134,酸奶,,,食品类
6135,鸡,,,肉类
6135,其他蔬菜,,,果蔬
6136,相片/膜,,,百货
6137,瓶装啤酒,,,酒精饮料
6137,瓶装水,,,非酒精饮料
6137,风味蛋糕,,,西点
6137,柑橘类水果,,,果蔬
6137,葡萄,,,果蔬
6137,仁果类水果,,,果蔬
6137,香肠,,,肉类
6137,苏打,,,非酒精饮料
6137,热带水果,,,果蔬
6138,芥末,,,百货
6138,酱油,,,米粮调料
6138,热带水果,,,果蔬
6139,人造黄油,,,米粮调料
6139,餐巾,,,百货
6139,相片/膜,,,百货
6139,苏打,,,非酒精饮料
6139,全脂牛奶,,,非酒精饮料
6140,黄油,,,米粮调料
6140,凝乳,,,米粮调料
6141,柑橘类水果,,,果蔬
6141,冷冻鱼,,,肉类
6141,水果/蔬菜汁,,,非酒精饮料
6141,卫生用品,,,百货
6141,餐巾,,,百货
6141,仁果类水果,,,果蔬
6141,苏打,,,非酒精饮料
6141,热带水果,,,果蔬
6141,超高温杀菌的牛奶,,,非酒精饮料
6142,猪肉,,,肉类
6143,冷冻鱼,,,肉类
6144,牛肉,,,肉类
6145,瓶装水,,,非酒精饮料
6145,风味蛋糕,,,西点
6145,罐头蔬菜,,,米粮调料
6145,其他蔬菜,,,果蔬
6145,购物袋,,,百货
6145,超高温杀菌的牛奶,,,非酒精饮料
6146,黄油,,,米粮调料
6146,鸡,,,肉类
6146,炼乳,,,米粮调料
6146,包装水果/蔬菜,,,果蔬
6146,面包卷,,,西点
6147,一般饮料,,,非酒精饮料
6148,猪肉,,,肉类
6149,糖果,,,零食
6149,相片/膜,,,百货
6150,全脂牛奶,,,非酒精饮料
6151,罐装啤酒,,,酒精饮料
6151,本地蛋类,,,肉类
6151,冷冻蔬菜,,,果蔬
6151,烈酒,,,酒精饮料
6151,其他蔬菜,,,果蔬
6151,购物袋,,,百货
6151,苏打,,,非酒精饮料
6152,咖啡,,,非酒精饮料
6153,黑面包,,,西点
6153,罐装水果,,,米粮调料
6153,牙齿保健用品,,,百货
6153,冷冻鱼,,,肉类
6153,汉堡肉,,,肉类
6153,硬奶酪,,,西点
6153,厨房毛巾,,,百货
6153,餐巾,,,百货
6153,有机蔬菜,,,果蔬
6153,其他蔬菜,,,果蔬
6153,糕点,,,西点
6153,仁果类水果,,,果蔬
6153,爆米花,,,零食
6153,面包卷,,,西点
6153,酱油,,,米粮调料
6153,香肠,,,肉类
6153,切片奶酪,,,西点
6153,热带水果,,,果蔬
6154,瓶装啤酒,,,酒精饮料
6155,罐装啤酒,,,酒精饮料
6155,巧克力,,,零食
6155,苏打,,,非酒精饮料
6156,一般饮料,,,非酒精饮料
6156,冷冻热狗肠,,,肉类
6156,汉堡肉,,,肉类
6156,购物袋,,,百货
6157,黑面包,,,西点
6157,酸奶油,,,米粮调料
6158,蜡烛,,,百货
6158,热带水果,,,果蔬
6158,全脂牛奶,,,非酒精饮料
6159,香肠,,,肉类
6159,热带水果,,,果蔬
6160,面包卷,,,西点
6160,特色巧克力,,,食品类
6161,黑面包,,,西点
6161,罐头蔬菜,,,米粮调料
6161,冷冻土豆制品,,,果蔬
6161,其他蔬菜,,,果蔬
6161,盐,,,米粮调料
6161,半成品面包,,,西点
6161,全脂牛奶,,,非酒精饮料
6162,柑橘类水果,,,果蔬
6162,甜点,,,西点
6162,其他蔬菜,,,果蔬
6162,苏打,,,非酒精饮料
6162,酸奶油,,,米粮调料
6163,糕点,,,西点
6163,苏打,,,非酒精饮料
6164,罐装水果,,,米粮调料
6164,柑橘类水果,,,果蔬
6164,酸奶,,,食品类
6165,宠物护理用品,,,百货
6166,黄油,,,米粮调料
6166,奶油乳酪,,,西点
6166,冷冻蔬菜,,,果蔬
6166,水果/蔬菜汁,,,非酒精饮料
6166,餐巾,,,百货
6166,购物袋,,,百货
6166,苏打,,,非酒精饮料
6167,柑橘类水果,,,果蔬
6167,餐巾,,,百货
6167,洋葱,,,果蔬
6167,包装水果/蔬菜,,,果蔬
6167,热带水果,,,果蔬
6167,酸奶,,,食品类
6168,瓶装啤酒,,,酒精饮料
6168,全脂牛奶,,,非酒精饮料
6169,猪肉,,,肉类
6170,腐蚀性清洁剂,,,百货
6170,黑面包,,,西点
6170,巧克力,,,零食
6170,牙齿保健用品,,,百货
6170,火腿,,,肉类
6170,硬奶酪,,,西点
6170,餐巾,,,百货
6170,报纸,,,百货
6170,糕点,,,西点
6170,猪肉,,,肉类
6170,面包卷,,,西点
6170,购物袋,,,百货
6170,水果奶油涂抹酱,,,米粮调料
6170,白面包,,,西点
6170,全脂牛奶,,,非酒精饮料
6170,酸奶,,,食品类
6171,一般清洁剂,,,百货
6171,小吃类食品,,,熟食
6171,苏打,,,非酒精饮料
6172,报纸,,,百货
6172,购物袋,,,百货
6172,苏打,,,非酒精饮料
6172,热带水果,,,果蔬
6172,酸奶,,,食品类
6173,奶油乳酪,,,西点
6173,火腿,,,肉类
6173,香草,,,米粮调料
6173,洋葱,,,果蔬
6173,盆栽,,,百货
6173,根茎类蔬菜,,,果蔬
6173,面包干,,,西点
6174,罐装啤酒,,,酒精饮料
6174,其他饮料,,,非酒精饮料
6174,香肠,,,肉类
6174,购物袋,,,百货
6174,威化饼,,,西点
6175,碗碟,,,百货
6176,其他蔬菜,,,果蔬
6176,面包卷,,,西点
6176,白酒,,,酒精饮料
6177,瓶装啤酒,,,酒精饮料
6177,糖果,,,零食
6177,烈酒,,,酒精饮料
6177,半成品面包,,,西点
6178,瓶装水,,,非酒精饮料
6178,奶油乳酪,,,西点
6178,凝乳,,,米粮调料
6178,本地蛋类,,,肉类
6178,冷冻蔬菜,,,果蔬
6178,其他蔬菜,,,果蔬
6178,根茎类蔬菜,,,果蔬
6178,香肠,,,肉类
6178,切片奶酪,,,西点
6178,特色奶酪,,,西点
6178,热带水果,,,果蔬
6178,酸奶,,,食品类
6179,柑橘类水果,,,果蔬
6179,面包卷,,,西点
6179,特制门锁,,,百货
6180,瓶装啤酒,,,酒精饮料
6181,糖果,,,零食
6181,其他饮料,,,非酒精饮料
6181,苏打,,,非酒精饮料
6182,长面包,,,非酒精饮料
6182,餐巾,,,百货
6182,糕点,,,西点
6182,威化饼,,,西点
6183,瓶装啤酒,,,酒精饮料
6184,特色巧克力,,,食品类
6185,水果/蔬菜汁,,,非酒精饮料
6185,苏打,,,非酒精饮料
6186,其他饮料,,,非酒精饮料
6187,季节性商品,,,百货
6188,瓶装水,,,非酒精饮料
6188,黄油,,,米粮调料
6188,猫食,,,百货
6188,巧克力,,,零食
6188,柑橘类水果,,,果蔬
6188,咖啡,,,非酒精饮料
6188,特色巧克力,,,食品类
6188,酸奶,,,食品类
6189,特制门锁,,,百货
6189,酸奶,,,食品类
6190,牛肉,,,肉类
6190,黄油,,,米粮调料
6190,咖啡,,,非酒精饮料
6190,冷冻餐饭,,,米粮调料
6190,冷冻蔬菜,,,果蔬
6190,长面包,,,非酒精饮料
6190,一般肉类,,,肉类
6190,其他蔬菜,,,果蔬
6190,根茎类蔬菜,,,果蔬
6190,购物袋,,,百货
6190,酸奶,,,食品类
6191,瓶装水,,,非酒精饮料
6191,奶油乳酪,,,西点
6191,碗碟,,,百货
6191,冷冻热狗肠,,,肉类
6191,餐巾,,,百货
6191,宠物护理用品,,,百货
6191,面包卷,,,西点
6191,购物袋,,,百货
6191,热带水果,,,果蔬
6191,全脂牛奶,,,非酒精饮料
6192,冷冻热狗肠,,,肉类
6192,洋葱,,,果蔬
6192,腌菜,,,Types
6193,包装水果/蔬菜,,,果蔬
6194,一般饮料,,,非酒精饮料
6194,奶油乳酪,,,西点
6194,水果/蔬菜汁,,,非酒精饮料
6194,硬奶酪,,,西点
6194,开胃酒,,,酒精饮料
6194,其他饮料,,,非酒精饮料
6194,有机蔬菜,,,果蔬
6194,根茎类蔬菜,,,果蔬
6194,购物袋,,,百货
6194,苏打,,,非酒精饮料
6194,特色巧克力,,,食品类
6194,酸奶油,,,米粮调料
6194,酸奶,,,食品类
6195,糕点,,,西点
6196,冷冻热狗肠,,,肉类
6196,包装水果/蔬菜,,,果蔬
6196,苏打,,,非酒精饮料
6196,软奶酪,,,西点
6197,黑面包,,,西点
6197,黄油,,,米粮调料
6197,报纸,,,百货
6197,糕点,,,西点
6197,苏打,,,非酒精饮料
6197,甜食,,,西点
6197,全脂牛奶,,,非酒精饮料
6198,柑橘类水果,,,果蔬
6198,普罗赛克葡萄酒,,,酒精饮料
6198,热带水果,,,果蔬
6199,牛肉,,,肉类
6199,白面包,,,西点
6199,全脂牛奶,,,非酒精饮料
6200,糖果,,,零食
6200,巧克力,,,零食
6200,冷冻热狗肠,,,肉类
6200,长面包,,,非酒精饮料
6200,其他蔬菜,,,果蔬
6200,根茎类蔬菜,,,果蔬
6200,香肠,,,肉类
6200,特制门锁,,,百货
6200,超高温杀菌的牛奶,,,非酒精饮料
6200,白面包,,,西点
6200,酸奶,,,食品类
6201,黄油,,,米粮调料
6201,糖果,,,零食
6201,柑橘类水果,,,果蔬
6201,冷冻蔬菜,,,果蔬
6201,水果/蔬菜汁,,,非酒精饮料
6201,汉堡肉,,,肉类
6201,硬奶酪,,,西点
6201,即食食品,,,熟食
6201,猪肉,,,肉类
6201,咸点心,,,西点
6201,购物袋,,,百货
6201,酸奶油,,,米粮调料
6201,白面包,,,西点
6201,酸奶,,,食品类
6202,蜡烛,,,百货
6202,奶油乳酪,,,西点
6202,其他蔬菜,,,果蔬
6202,腌菜,,,Types
6202,根茎类蔬菜,,,果蔬
6202,香肠,,,肉类
6202,热带水果,,,果蔬
6203,冰淇淋,,,零食
6203,面包卷,,,西点
6203,半成品面包,,,西点
6203,苏打,,,非酒精饮料
6203,酸奶油,,,米粮调料
6204,咖啡,,,非酒精饮料
6205,罐装啤酒,,,酒精饮料
6205,柑橘类水果,,,果蔬
6205,凝乳,,,米粮调料
6205,甜点,,,西点
6205,人造黄油,,,米粮调料
6205,餐巾,,,百货
6205,融化奶酪,,,米粮调料
6205,香肠,,,肉类
6205,苏打,,,非酒精饮料
6205,热带水果,,,果蔬
6206,仁果类水果,,,果蔬
6206,热带水果,,,果蔬
6207,瓶装啤酒,,,酒精饮料
6207,凝乳酪,,,西点
6207,仁果类水果,,,果蔬
6207,猪肉,,,肉类
6207,融化奶酪,,,米粮调料
6207,水果奶油涂抹酱,,,米粮调料
6207,热带水果,,,果蔬
6208,柑橘类水果,,,果蔬
6208,奶油乳酪,,,西点
6208,甜点,,,西点
6208,碗碟,,,百货
6208,猪肉,,,肉类
6208,咸点心,,,西点
6208,酸奶油,,,米粮调料
6209,其他蔬菜,,,果蔬
6210,鸡,,,肉类
6210,热带水果,,,果蔬
6210,酸奶,,,食品类
6211,牛肉,,,肉类
6211,猫食,,,百货
6211,凝乳,,,米粮调料
6211,火腿,,,肉类
6211,即食汤,,,熟食
6211,面包卷,,,西点
6211,热带水果,,,果蔬
6211,全脂牛奶,,,非酒精饮料
6211,酸奶,,,食品类
6212,香草,,,米粮调料
6212,根茎类蔬菜,,,果蔬
6213,酪,,,西点
6213,厨房毛巾,,,百货
6213,洋葱,,,果蔬
6213,其他蔬菜,,,果蔬
6213,腌菜,,,Types
6213,热带水果,,,果蔬
6213,全脂牛奶,,,非酒精饮料
6214,苏打,,,非酒精饮料
6215,全脂牛奶,,,非酒精饮料
6216,奶油乳酪,,,西点
6216,一般清洁剂,,,百货
6216,碗碟,,,百货
6216,硬奶酪,,,西点
6216,人造黄油,,,米粮调料
6216,其他饮料,,,非酒精饮料
6216,糖,,,米粮调料
6216,全脂牛奶,,,非酒精饮料
6216,酸奶,,,食品类
6217,瓶装啤酒,,,酒精饮料
6218,黑面包,,,西点
6219,瓶装啤酒,,,酒精饮料
6220,罐装啤酒,,,酒精饮料
6220,甜点,,,西点
6221,黑面包,,,西点
6221,奶油乳酪,,,西点
6221,香肠,,,肉类
6221,全脂牛奶,,,非酒精饮料
6222,一般肉类,,,肉类
6222,面包卷,,,西点
6223,发酵粉,,,米粮调料
6223,长面包,,,非酒精饮料
6223,糕点,,,西点
6223,仁果类水果,,,果蔬
6223,酸奶,,,食品类
6224,牛肉,,,肉类
6224,柑橘类水果,,,果蔬
6224,炼乳,,,米粮调料
6224,奶油乳酪,,,西点
6224,厨房清洁剂,,,百货
6224,碗碟,,,百货
6224,卫生用品,,,百货
6224,仁果类水果,,,果蔬
6224,购物袋,,,百货
6224,白面包,,,西点
6224,酸奶,,,食品类
6225,其他蔬菜,,,果蔬
6225,根茎类蔬菜,,,果蔬
6225,起泡酒,,,酒精饮料
6225,白面包,,,西点
6226,瓶装啤酒,,,酒精饮料
6226,糖果,,,零食
6226,甜点,,,西点
6227,罐装啤酒,,,酒精饮料
6227,甜点,,,西点
6227,糕点,,,西点
6228,瓶装水,,,非酒精饮料
6228,开胃酒,,,酒精饮料
6228,其他蔬菜,,,果蔬
6228,全脂牛奶,,,非酒精饮料
6228,酸奶,,,食品类
6229,一般饮料,,,非酒精饮料
6229,猫食,,,百货
6229,厨房清洁剂,,,百货
6229,餐巾,,,百货
6229,购物袋,,,百货
6230,糖果,,,零食
6230,巧克力,,,零食
6230,柑橘类水果,,,果蔬
6230,冷冻热狗肠,,,肉类
6230,水果/蔬菜汁,,,非酒精饮料
6230,葡萄,,,果蔬
6230,糕点,,,西点
6230,面包卷,,,西点
6230,购物袋,,,百货
6231,发酵粉,,,米粮调料
6231,巧克力,,,零食
6231,柑橘类水果,,,果蔬
6231,保鲜膜/袋,,,百货
6231,厨房清洁剂,,,百货
6231,女性卫生用品,,,百货
6231,面粉,,,米粮调料
6231,葡萄,,,果蔬
6231,长面包,,,非酒精饮料
6231,人造黄油,,,米粮调料
6231,汤类,,,熟食
6231,特制门锁,,,百货
6231,糖,,,米粮调料
6231,威化饼,,,西点
6231,酸奶油,,,米粮调料
6232,风味蛋糕,,,西点
6232,糕点,,,西点
6233,瓶装水,,,非酒精饮料
6233,特制门锁,,,百货
6233,糖水,,,熟食
6233,酸奶,,,食品类
6234,黑面包,,,西点
6234,苏打,,,非酒精饮料
6234,全脂牛奶,,,非酒精饮料
6235,瓶装水,,,非酒精饮料
6235,罐装啤酒,,,酒精饮料
6235,柑橘类水果,,,果蔬
6235,其他饮料,,,非酒精饮料
6235,猪肉,,,肉类
6235,粉红葡萄酒,,,酒精饮料
6235,香肠,,,肉类
6235,苏打,,,非酒精饮料
6236,冷冻餐饭,,,米粮调料
6236,其他蔬菜,,,果蔬
6236,仁果类水果,,,果蔬
6237,香肠,,,肉类
6237,白面包,,,西点
6238,瓶装水,,,非酒精饮料
6239,瓶装水,,,非酒精饮料
6239,黄油,,,米粮调料
6239,本地蛋类,,,肉类
6239,卫生用品,,,百货
6239,一般肉类,,,肉类
6239,融化奶酪,,,米粮调料
6239,根茎类蔬菜,,,果蔬
6239,苏打,,,非酒精饮料
6239,全脂牛奶,,,非酒精饮料
6240,成品,,,熟食
6241,其他蔬菜,,,果蔬
6242,本地蛋类,,,肉类
6243,苏打,,,非酒精饮料
6244,鸡,,,肉类
6244,柑橘类水果,,,果蔬
6244,仁果类水果,,,果蔬
6244,热带水果,,,果蔬
6244,白面包,,,西点
6244,全脂牛奶,,,非酒精饮料
6245,罐装啤酒,,,酒精饮料
6245,咖啡,,,非酒精饮料
6245,烈酒,,,酒精饮料
6245,粉红葡萄酒,,,酒精饮料
6245,香肠,,,肉类
6245,购物袋,,,百货
6245,起泡酒,,,酒精饮料
6246,苏打,,,非酒精饮料
6246,特制门锁,,,百货
6247,罐装啤酒,,,酒精饮料
6247,半成品面包,,,西点
6247,苏打,,,非酒精饮料
6247,全脂牛奶,,,非酒精饮料
6247,面包干,,,西点
6248,面包卷,,,西点
6249,罐装啤酒,,,酒精饮料
6250,瓶装啤酒,,,酒精饮料
6251,口香糖,,,零食
6251,柑橘类水果,,,果蔬
6251,本地蛋类,,,肉类
6251,全脂牛奶,,,非酒精饮料
6251,酸奶,,,食品类
6252,餐巾,,,百货
6253,牛肉,,,肉类
6253,一般饮料,,,非酒精饮料
6253,冷冻蔬菜,,,果蔬
6253,热带水果,,,果蔬
6253,全脂牛奶,,,非酒精饮料
6254,罐装啤酒,,,酒精饮料
6255,黄油,,,米粮调料
6255,火腿,,,肉类
6255,硬奶酪,,,西点
6255,面包卷,,,西点
6255,根茎类蔬菜,,,果蔬
6255,酸奶油,,,米粮调料
6255,全脂牛奶,,,非酒精饮料
6256,牛肉,,,肉类
6256,莓果,,,果蔬
6256,咖啡,,,非酒精饮料
6256,本地蛋类,,,肉类
6256,冷冻热狗肠,,,肉类
6256,即食食品,,,熟食
6256,一般肉类,,,肉类
6256,其他蔬菜,,,果蔬
6256,猪肉,,,肉类
6256,皮肤护理用品,,,百货
6256,全脂牛奶,,,非酒精饮料
6257,面包卷,,,西点
6257,软奶酪,,,西点
6257,特制门锁,,,百货
6257,酸奶,,,食品类
6258,牛肉,,,肉类
6258,根茎类蔬菜,,,果蔬
6258,火鸡,,,肉类
6258,全脂牛奶,,,非酒精饮料
6259,全脂牛奶,,,非酒精饮料
6260,发酵粉,,,米粮调料
6260,水果/蔬菜汁,,,非酒精饮料
6260,报纸,,,百货
6260,糖,,,米粮调料
6260,酸奶,,,食品类
6261,鸡,,,肉类
6261,冷冻蔬菜,,,果蔬
6261,其他蔬菜,,,果蔬
6261,糕点,,,西点
6261,面包卷,,,西点
6261,全脂牛奶,,,非酒精饮料
6262,瓶装水,,,非酒精饮料
6262,本地蛋类,,,肉类
6262,购物袋,,,百货
6262,苏打,,,非酒精饮料
6262,全脂牛奶,,,非酒精饮料
6263,咖啡,,,非酒精饮料
6263,其他蔬菜,,,果蔬
6263,猪肉,,,肉类
6263,香肠,,,肉类
6263,全脂牛奶,,,非酒精饮料
6264,瓶装水,,,非酒精饮料
6264,鸡,,,肉类
6265,莓果,,,果蔬
6265,瓶装水,,,非酒精饮料
6265,柑橘类水果,,,果蔬
6265,奶油乳酪,,,西点
6265,甜点,,,西点
6265,其他蔬菜,,,果蔬
6265,酸奶油,,,米粮调料
6265,全脂牛奶,,,非酒精饮料
6266,其他蔬菜,,,果蔬
6266,热带水果,,,果蔬
6266,酸奶,,,食品类
6267,面包卷,,,西点
6268,保鲜膜/袋,,,百货
6268,卫生用品,,,百货
6268,餐巾,,,百货
6268,超高温杀菌的牛奶,,,非酒精饮料
6269,糖果,,,零食
6270,瓶装水,,,非酒精饮料
6270,报纸,,,百货
6270,仁果类水果,,,果蔬
6270,白酒,,,酒精饮料
6271,瓶装水,,,非酒精饮料
6271,芥末,,,百货
6271,报纸,,,百货
6271,全脂牛奶,,,非酒精饮料
6271,酸奶,,,食品类
6272,咖啡,,,非酒精饮料
6272,购物袋,,,百货
6273,瓶装水,,,非酒精饮料
6273,黑面包,,,西点
6273,罐装啤酒,,,酒精饮料
6273,一般肉类,,,肉类
6273,香肠,,,肉类
6273,购物袋,,,百货
6273,苏打,,,非酒精饮料
6274,瓶装水,,,非酒精饮料
6274,罐头鱼,,,米粮调料
6274,柑橘类水果,,,果蔬
6274,其他蔬菜,,,果蔬
6275,面包卷,,,西点
6276,咖啡,,,非酒精饮料
6276,全脂牛奶,,,非酒精饮料
6276,酸奶,,,食品类
6277,面包卷,,,西点
6277,酸奶油,,,米粮调料
6278,柑橘类水果,,,果蔬
6278,水果/蔬菜汁,,,非酒精饮料
6278,餐巾,,,百货
6278,购物袋,,,百货
6278,热带水果,,,果蔬
6278,白面包,,,西点
6279,酪,,,西点
6279,猫食,,,百货
6279,盐,,,米粮调料
6279,醋,,,米粮调料
6280,牛肉,,,肉类
6280,本地蛋类,,,肉类
6280,冷冻热狗肠,,,肉类
6280,其他蔬菜,,,果蔬
6280,面包卷,,,西点
6280,全脂牛奶,,,非酒精饮料
6281,酪,,,西点
6281,咖啡,,,非酒精饮料
6281,冷冻热狗肠,,,肉类
6281,面包卷,,,西点
6282,牛肉,,,肉类
6282,瓶装水,,,非酒精饮料
6282,黑面包,,,西点
6282,黄油,,,米粮调料
6282,罐装啤酒,,,酒精饮料
6282,罐头蔬菜,,,米粮调料
